"time","from","to","amount","kind"
4,55,26,0.238672793072656,"delegated_theft"
4,3,29,0.27839424375,"delegated_theft"
4,13,16,0.2809261,"delegated_theft"
4,29,58,0.266384555947344,"freelance_theft"
4,6,29,0.26719085301907,"delegated_theft"
4,32,50,0.125689910560156,"delegated_theft"
4,54,21,0.2099051889375,"freelance_theft"
4,52,47,0.259601125,"delegated_theft"
4,15,6,0.178885864882535,"delegated_theft"
4,26,28,0.159907839690813,"delegated_theft"
4,22,53,0.1878149,"delegated_theft"
4,53,17,0.353178913612552,"delegated_theft"
4,50,36,0.31807391875,"delegated_theft"
4,16,21,0.136438372809375,"freelance_theft"
4,23,22,0.215571952790469,"delegated_theft"
4,18,17,0.229566293848159,"delegated_theft"
4,28,13,0.271886476473159,"delegated_theft"
4,17,16,0.223355395483281,"freelance_theft"
4,41,59,0.267416071431113,"delegated_theft"
4,21,41,0.302750361826041,"delegated_theft"
4,35,47,0.16874073125,"delegated_theft"
4,34,52,0.302493764010156,"delegated_theft"
4,8,52,0.196620946606602,"delegated_theft"
4,42,41,0.196787735186927,"delegated_theft"
4,59,57,0.175211276608594,"delegated_theft"
4,45,47,0.1096814753125,"delegated_theft"
4,36,59,0.194416222496077,"freelance_theft"
4,58,26,0.17332280024853,"freelance_theft"
4,12,3,0.253163616830195,"delegated_theft"
4,47,35,0.17950067428125,"delegated_theft"
4,57,36,0.267793725061127,"delegated_theft"
4,46,57,0.149064841492713,"delegated_theft"
5,2,47,0.03,"patron_contract"
5,20,57,0.03,"patron_contract"
5,25,26,0.03,"patron_contract"
5,40,6,0.03,"patron_contract"
5,27,35,0.03,"patron_contract"
5,43,50,0.03,"patron_contract"
5,51,59,0.03,"patron_contract"
5,4,52,0.03,"patron_contract"
5,49,41,0.03,"patron_contract"
5,30,21,0.03,"patron_contract"
5,24,42,0.03,"patron_contract"
5,37,15,0.03,"patron_contract"
5,33,28,0.03,"patron_contract"
5,19,22,0.03,"patron_contract"
5,7,16,0.03,"patron_contract"
5,56,12,0.03,"patron_contract"
5,5,45,0.03,"patron_contract"
5,44,3,0.03,"patron_contract"
5,11,53,0.03,"patron_contract"
5,39,29,0.03,"patron_contract"
5,48,36,0.03,"patron_contract"
5,14,13,0.03,"patron_contract"
5,9,18,0.03,"patron_contract"
5,31,23,0.03,"patron_contract"
5,10,55,0.03,"patron_contract"
5,38,17,0.03,"patron_contract"
5,17,35,0.127175438282812,"delegated_theft"
5,29,32,0.232674713502014,"delegated_theft"
5,53,32,0.151238563776309,"delegated_theft"
5,26,12,0.159955865118217,"delegated_theft"
5,28,16,0.155681007064133,"delegated_theft"
5,12,50,0.135295084067227,"delegated_theft"
5,35,23,0.192463353550046,"delegated_theft"
5,42,26,0.141352868917663,"delegated_theft"
5,18,57,0.107392146970264,"delegated_theft"
5,6,59,0.13687054462245,"delegated_theft"
5,47,46,0.245577915488227,"delegated_theft"
5,32,46,0.159625645067348,"freelance_theft"
5,22,47,0.134742836841818,"delegated_theft"
5,21,17,0.243922610949994,"delegated_theft"
5,34,12,0.118280288067429,"freelance_theft"
5,46,22,0.164843766116391,"freelance_theft"
5,23,21,0.171285935538319,"delegated_theft"
5,41,18,0.201861156590464,"delegated_theft"
5,52,36,0.184565921289733,"delegated_theft"
5,16,55,0.209240427973787,"delegated_theft"
5,54,3,0.175056350939627,"freelance_theft"
5,59,34,0.267140302486137,"delegated_theft"
5,50,55,0.136006278182962,"delegated_theft"
5,3,35,0.10597701306796,"delegated_theft"
5,15,42,0.162371320477254,"delegated_theft"
5,45,59,0.124040451646159,"delegated_theft"
5,36,42,0.105541358310215,"delegated_theft"
5,58,29,0.213820321838963,"freelance_theft"
5,55,29,0.138983209195326,"delegated_theft"
5,57,58,0.294650054096396,"delegated_theft"
5,8,1,0.2275,"freelance_theft"
5,13,46,0.154451987434513,"delegated_theft"
6,2,42,0.03,"patron_contract"
6,20,35,0.03,"patron_contract"
6,25,12,0.03,"patron_contract"
6,40,59,0.03,"patron_contract"
6,51,47,0.03,"patron_contract"
6,27,29,0.03,"patron_contract"
6,30,26,0.03,"patron_contract"
6,4,46,0.03,"patron_contract"
6,49,50,0.03,"patron_contract"
6,43,55,0.03,"patron_contract"
6,7,22,0.03,"patron_contract"
6,37,57,0.03,"patron_contract"
6,24,21,0.03,"patron_contract"
6,33,3,0.03,"patron_contract"
6,19,16,0.03,"patron_contract"
6,56,36,0.03,"patron_contract"
6,5,18,0.03,"patron_contract"
6,39,6,0.03,"patron_contract"
6,44,23,0.03,"patron_contract"
6,11,32,0.03,"patron_contract"
6,14,17,0.03,"patron_contract"
6,31,52,0.03,"patron_contract"
6,48,41,0.03,"patron_contract"
6,9,28,0.03,"patron_contract"
6,10,15,0.03,"patron_contract"
6,38,34,0.03,"patron_contract"
6,54,45,0.03,"patron_contract"
6,47,13,0.204552397728489,"delegated_theft"
6,57,45,0.192819284357708,"delegated_theft"
6,58,47,0.123299846589419,"freelance_theft"
6,13,58,0.227677481468954,"freelance_theft"
6,26,23,0.155578714654815,"delegated_theft"
6,18,21,0.121835858099908,"delegated_theft"
6,34,50,0.112862793457514,"delegated_theft"
6,32,12,0.0873821872438289,"delegated_theft"
6,41,3,0.133978007668961,"delegated_theft"
6,15,46,0.110893791832433,"delegated_theft"
6,29,26,0.119883012354615,"delegated_theft"
6,52,34,0.194917086585548,"delegated_theft"
6,8,55,0.113793936267189,"freelance_theft"
6,59,13,0.205646177037652,"delegated_theft"
6,45,32,0.164436736719076,"delegated_theft"
6,17,41,0.187806696242362,"delegated_theft"
6,36,22,0.117648447975654,"delegated_theft"
6,55,32,0.106883878867399,"delegated_theft"
6,21,15,0.189606094689025,"delegated_theft"
6,12,6,0.151832922951684,"delegated_theft"
6,23,21,0.102056267678461,"delegated_theft"
6,46,57,0.143081316337193,"delegated_theft"
6,42,36,0.151620243328351,"delegated_theft"
6,28,47,0.080144900283122,"delegated_theft"
6,16,45,0.144231320865764,"delegated_theft"
6,22,17,0.191629251775668,"delegated_theft"
6,50,59,0.116515566453434,"delegated_theft"
6,6,23,0.110200026684987,"delegated_theft"
6,3,34,0.126696106280606,"delegated_theft"
6,53,22,0.099653098338843,"freelance_theft"
6,35,18,0.153898899434537,"delegated_theft"
7,2,47,0.08,"guard_contract"
7,20,22,0.03,"patron_contract"
7,25,21,0.03,"patron_contract"
7,40,32,0.03,"patron_contract"
7,51,23,0.03,"patron_contract"
7,27,12,0.03,"patron_contract"
7,30,59,0.03,"patron_contract"
7,4,26,0.03,"patron_contract"
7,49,34,0.03,"patron_contract"
7,7,55,0.03,"patron_contract"
7,43,50,0.03,"patron_contract"
7,37,46,0.03,"patron_contract"
7,24,57,0.03,"patron_contract"
7,33,45,0.03,"patron_contract"
7,19,42,0.03,"patron_contract"
7,56,35,0.03,"patron_contract"
7,5,36,0.03,"patron_contract"
7,39,18,0.03,"patron_contract"
7,14,3,0.03,"patron_contract"
7,31,6,0.03,"patron_contract"
7,44,29,0.03,"patron_contract"
7,11,41,0.03,"patron_contract"
7,48,15,0.03,"patron_contract"
7,9,17,0.03,"patron_contract"
7,10,13,0.03,"patron_contract"
7,38,58,0.03,"patron_contract"
7,54,16,0.03,"patron_contract"
7,8,28,0.03,"patron_contract"
7,28,58,0.15849036295482,"delegated_theft"
7,32,46,0.0981162720141896,"delegated_theft"
7,58,41,0.132574352557535,"delegated_theft"
7,15,18,0.110534284632449,"delegated_theft"
7,59,36,0.109053158163428,"delegated_theft"
7,52,50,0.0952120174637997,"freelance_theft"
7,45,35,0.107124135155114,"delegated_theft"
7,17,3,0.11054034172402,"delegated_theft"
7,53,15,0.144153111377477,"freelance_theft"
7,13,45,0.114122409849677,"delegated_theft"
7,6,52,0.220896395146978,"delegated_theft"
7,18,23,0.0821300173452418,"delegated_theft"
7,50,6,0.147339086357129,"delegated_theft"
7,34,42,0.106482071225855,"delegated_theft"
7,36,41,0.0861733291623979,"delegated_theft"
7,35,15,0.09369952239536,"delegated_theft"
7,46,29,0.123220660422814,"delegated_theft"
7,22,53,0.269357611089457,"delegated_theft"
7,41,52,0.143582656845535,"delegated_theft"
7,42,28,0.212367028416128,"delegated_theft"
7,26,34,0.102623395300466,"delegated_theft"
7,29,28,0.138038568470483,"delegated_theft"
7,23,58,0.116899196448445,"delegated_theft"
7,21,58,0.0759844776914891,"delegated_theft"
7,3,16,0.163864455033916,"delegated_theft"
7,57,36,0.0774568521493058,"delegated_theft"
7,12,53,0.175082447208147,"delegated_theft"
7,16,28,0.089725069505814,"delegated_theft"
7,55,29,0.0948345038089299,"delegated_theft"
8,2,58,0.08,"guard_contract"
8,20,36,0.08,"guard_contract"
8,51,28,0.03,"patron_contract"
8,25,15,0.03,"patron_contract"
8,40,29,0.03,"patron_contract"
8,27,23,0.03,"patron_contract"
8,30,34,0.03,"patron_contract"
8,4,41,0.03,"patron_contract"
8,43,45,0.03,"patron_contract"
8,49,46,0.03,"patron_contract"
8,37,35,0.03,"patron_contract"
8,19,18,0.03,"patron_contract"
8,7,50,0.03,"patron_contract"
8,24,47,0.03,"patron_contract"
8,33,21,0.03,"patron_contract"
8,31,32,0.03,"patron_contract"
8,56,3,0.03,"patron_contract"
8,14,52,0.03,"patron_contract"
8,5,42,0.03,"patron_contract"
8,44,6,0.03,"patron_contract"
8,39,59,0.03,"patron_contract"
8,11,26,0.03,"patron_contract"
8,48,55,0.03,"patron_contract"
8,9,12,0.03,"patron_contract"
8,10,57,0.03,"patron_contract"
8,38,22,0.03,"patron_contract"
8,54,16,0.03,"patron_contract"
8,8,53,0.03,"patron_contract"
8,26,53,0.124303590685296,"delegated_theft"
8,55,59,0.106910990605472,"delegated_theft"
8,47,18,0.0882827627429675,"delegated_theft"
8,59,35,0.0878883626280932,"delegated_theft"
8,34,13,0.155144294625798,"delegated_theft"
8,22,52,0.103828726949598,"delegated_theft"
8,23,13,0.100843791506769,"delegated_theft"
8,12,55,0.122575184865556,"delegated_theft"
8,15,50,0.0885937174527176,"delegated_theft"
8,21,52,0.0674886725172387,"delegated_theft"
8,53,23,0.0841790318773533,"delegated_theft"
8,45,16,0.124143594219211,"delegated_theft"
8,35,22,0.130551362161399,"delegated_theft"
8,32,16,0.0806933362424871,"delegated_theft"
8,6,41,0.0821269324087304,"delegated_theft"
8,52,58,0.0773899104994679,"delegated_theft"
8,18,55,0.0796738701626117,"delegated_theft"
8,29,41,0.0533825060656748,"delegated_theft"
8,3,50,0.0575859163442665,"delegated_theft"
8,28,52,0.0490565480398714,"delegated_theft"
8,16,57,0.119202309832691,"delegated_theft"
8,57,45,0.0972321824918159,"delegated_theft"
8,17,29,0.0735501721811482,"freelance_theft"
8,50,29,0.0478076119177464,"delegated_theft"
8,46,32,0.104637034564236,"delegated_theft"
8,41,26,0.120664958323257,"delegated_theft"
8,42,15,0.078358200055787,"delegated_theft"
9,2,29,0.08,"guard_contract"
9,20,52,0.08,"guard_contract"
9,25,50,0.03,"patron_contract"
9,27,41,0.03,"patron_contract"
9,51,58,0.03,"patron_contract"
9,30,15,0.03,"patron_contract"
9,40,55,0.03,"patron_contract"
9,4,23,0.03,"patron_contract"
9,43,13,0.03,"patron_contract"
9,37,18,0.03,"patron_contract"
9,49,45,0.03,"patron_contract"
9,19,16,0.03,"patron_contract"
9,7,32,0.03,"patron_contract"
9,24,28,0.03,"patron_contract"
9,33,35,0.03,"patron_contract"
9,31,59,0.03,"patron_contract"
9,14,36,0.03,"patron_contract"
9,56,26,0.03,"patron_contract"
9,5,22,0.03,"patron_contract"
9,11,57,0.03,"patron_contract"
9,44,53,0.03,"patron_contract"
9,39,34,0.03,"patron_contract"
9,48,21,0.03,"patron_contract"
9,9,46,0.03,"patron_contract"
9,10,47,0.03,"patron_contract"
9,38,3,0.03,"patron_contract"
9,54,42,0.03,"patron_contract"
9,8,6,0.03,"patron_contract"
9,13,42,0.122002569781132,"delegated_theft"
9,6,13,0.0812638692199279,"delegated_theft"
9,15,46,0.106663163769684,"delegated_theft"
9,22,6,0.128504457388647,"delegated_theft"
9,28,17,0.16421167773912,"delegated_theft"
9,23,17,0.106737590530428,"delegated_theft"
9,21,18,0.0734324303335402,"delegated_theft"
9,34,57,0.0962955701337101,"delegated_theft"
9,35,12,0.127593184124987,"delegated_theft"
9,55,23,0.075027541228822,"delegated_theft"
9,12,22,0.108597837443621,"freelance_theft"
9,46,23,0.0487679017987343,"delegated_theft"
9,3,34,0.113306985644925,"delegated_theft"
9,17,36,0.0888469538970488,"freelance_theft"
9,57,13,0.0528215149929531,"delegated_theft"
9,41,59,0.0868345610074813,"delegated_theft"
9,16,26,0.088932222910117,"delegated_theft"
9,26,12,0.113944812786509,"delegated_theft"
9,47,42,0.0793016703577361,"delegated_theft"
9,42,26,0.0687522529054513,"delegated_theft"
9,50,12,0.074064128311231,"delegated_theft"
9,53,15,0.0712322783299867,"delegated_theft"
9,32,35,0.0942852017483665,"delegated_theft"
9,18,28,0.0989110407389702,"delegated_theft"
9,58,13,0.0343339847454195,"delegated_theft"
9,59,55,0.067104853349237,"delegated_theft"
9,36,21,0.110999202926407,"delegated_theft"
9,45,34,0.0736495406692015,"delegated_theft"
10,2,13,0.08,"guard_contract"
10,20,23,0.08,"guard_contract"
10,25,55,0.03,"patron_contract"
10,27,26,0.03,"patron_contract"
10,30,15,0.03,"patron_contract"
10,40,34,0.03,"patron_contract"
10,51,12,0.03,"patron_contract"
10,43,50,0.03,"patron_contract"
10,4,42,0.03,"patron_contract"
10,37,18,0.03,"patron_contract"
10,49,29,0.03,"patron_contract"
10,24,58,0.03,"patron_contract"
10,19,52,0.03,"patron_contract"
10,7,59,0.03,"patron_contract"
10,33,35,0.03,"patron_contract"
10,14,41,0.03,"patron_contract"
10,56,57,0.03,"patron_contract"
10,5,28,0.03,"patron_contract"
10,31,36,0.03,"patron_contract"
10,39,46,0.03,"patron_contract"
10,44,22,0.03,"patron_contract"
10,11,21,0.03,"patron_contract"
10,48,45,0.03,"patron_contract"
10,9,16,0.03,"patron_contract"
10,38,6,0.03,"patron_contract"
10,10,32,0.03,"patron_contract"
10,54,17,0.03,"patron_contract"
10,8,53,0.03,"patron_contract"
10,42,41,0.0743798032372799,"delegated_theft"
10,41,23,0.0596991361691773,"delegated_theft"
10,28,34,0.058372201434981,"delegated_theft"
10,26,47,0.11348873339739,"delegated_theft"
10,22,15,0.0568009809144914,"delegated_theft"
10,17,22,0.0830347488323863,"delegated_theft"
10,47,36,0.0787328944939908,"freelance_theft"
10,58,3,0.124575505851753,"delegated_theft"
10,29,42,0.0705893845750086,"delegated_theft"
10,50,12,0.0586416834023002,"delegated_theft"
10,55,35,0.0717853811364382,"delegated_theft"
10,12,3,0.0809740788036392,"delegated_theft"
10,59,52,0.0703867562259164,"delegated_theft"
10,16,57,0.0744115091983017,"delegated_theft"
10,18,35,0.0466604977386848,"delegated_theft"
10,34,41,0.0507494860508774,"delegated_theft"
10,46,53,0.112274615303098,"delegated_theft"
10,57,46,0.0911952528938329,"delegated_theft"
10,36,29,0.073692775817099,"delegated_theft"
10,45,59,0.0745973931629495,"delegated_theft"
10,35,42,0.0458830999737556,"delegated_theft"
10,6,36,0.0557829936122871,"delegated_theft"
10,15,55,0.0584243522059931,"delegated_theft"
10,32,6,0.095813718796556,"delegated_theft"
10,3,22,0.0539725867410511,"freelance_theft"
10,53,47,0.0943241897812004,"delegated_theft"
10,21,12,0.0438705116230683,"delegated_theft"
10,52,53,0.080834559837553,"delegated_theft"
11,2,12,0.08,"guard_contract"
11,27,42,0.08,"guard_contract"
11,25,35,0.08,"guard_contract"
11,55,32,0.104954652452579,"freelance_theft"
11,18,53,0.0525424638944094,"freelance_theft"
11,47,18,0.0785484593900751,"freelance_theft"
11,16,42,0.0578240149829411,"freelance_theft"
11,21,50,0.0658617098456994,"freelance_theft"
11,59,26,0.0660634398986323,"freelance_theft"
11,26,50,0.0428101113997046,"freelance_theft"
11,6,3,0.0645235565817334,"freelance_theft"
11,46,28,0.0769857982063401,"freelance_theft"
11,17,29,0.0409003042811143,"freelance_theft"
11,34,32,0.0682205240941761,"freelance_theft"
11,15,53,0.0341526015313661,"freelance_theft"
11,53,42,0.0375856097389117,"freelance_theft"
11,13,17,0.117368947148236,"freelance_theft"
11,58,29,0.0265851977827243,"freelance_theft"
11,23,59,0.0646105095204385,"freelance_theft"
11,50,45,0.0865498106982441,"freelance_theft"
12,2,29,0.08,"guard_contract"
12,20,42,0.08,"guard_contract"
12,30,41,0.08,"guard_contract"
12,47,34,0.0558121584187125,"freelance_theft"
12,13,36,0.0292589458479866,"freelance_theft"
12,18,25,0.544445904196767,"freelance_theft"
12,58,45,0.0562573769538587,"freelance_theft"
12,55,46,0.0792219437532105,"freelance_theft"
12,23,58,0.0973265877515128,"freelance_theft"
12,34,16,0.110190075407371,"freelance_theft"
12,12,17,0.0762898156463534,"freelance_theft"
12,26,6,0.0778621620213681,"freelance_theft"
12,3,55,0.0884376376059217,"freelance_theft"
12,46,47,0.0943369395908559,"freelance_theft"
12,59,46,0.0775121922963864,"freelance_theft"
12,45,18,0.234612565072417,"freelance_theft"
12,16,45,0.111681692795354,"freelance_theft"
12,53,32,0.0373433406612145,"freelance_theft"
12,32,47,0.0613190107340563,"freelance_theft"
12,36,55,0.0574844644438491,"freelance_theft"
12,17,26,0.0711765316314864,"freelance_theft"
12,22,41,0.0539871659330703,"freelance_theft"
12,50,22,0.0399776894582578,"freelance_theft"
12,6,46,0.0503829249926511,"freelance_theft"
12,35,23,0.0814824225551482,"freelance_theft"
13,2,22,0.08,"guard_contract"
13,51,36,0.08,"guard_contract"
13,40,46,0.08,"guard_contract"
13,34,2,0.104304736053845,"punishment"
13,17,18,0.152498167297071,"freelance_theft"
13,29,17,0.113874524795125,"freelance_theft"
13,47,28,0.0360407688341211,"freelance_theft"
13,16,53,0.0344243236354322,"freelance_theft"
13,50,45,0.0725931003169802,"freelance_theft"
13,52,35,0.0800747596703135,"freelance_theft"
13,15,16,0.108760654765566,"freelance_theft"
13,21,13,0.0876368526332006,"freelance_theft"
13,53,59,0.0621260984920202,"freelance_theft"
13,6,17,0.0740184411168311,"freelance_theft"
13,32,6,0.080150883452208,"freelance_theft"
13,55,16,0.070694425597618,"freelance_theft"
13,59,57,0.0347307333096748,"freelance_theft"
13,28,42,0.0524306463302926,"freelance_theft"
13,13,45,0.0471855152060371,"freelance_theft"
13,12,42,0.0340799201146902,"freelance_theft"
13,23,21,0.115283584350413,"freelance_theft"
13,42,13,0.0664788845336934,"freelance_theft"
13,45,36,0.0601378773565385,"freelance_theft"
14,2,57,0.08,"guard_contract"
14,4,34,0.08,"guard_contract"
14,43,41,0.08,"guard_contract"
14,27,28,0.08,"guard_contract"
14,12,9,0.451302102677715,"freelance_theft"
14,45,21,0.0749343298277684,"freelance_theft"
14,46,32,0.052787634394982,"freelance_theft"
14,42,34,0.0523377717458971,"freelance_theft"
14,17,11,0.471253094588126,"freelance_theft"
14,53,15,0.0681421127707896,"freelance_theft"
14,36,41,0.0560916578564957,"freelance_theft"
14,13,4,0.0620764713375441,"punishment"
14,18,45,0.0639458573984315,"freelance_theft"
14,47,12,0.23210097600856,"freelance_theft"
14,35,1,0.147875,"freelance_theft"
14,59,42,0.0497377777724053,"freelance_theft"
14,21,23,0.0863128291834908,"freelance_theft"
14,6,35,0.0898048437857038,"freelance_theft"
14,26,6,0.0765297695689316,"freelance_theft"
14,3,26,0.0590501649095922,"freelance_theft"
14,23,35,0.0583731484607075,"freelance_theft"
14,22,17,0.206050569831784,"freelance_theft"
15,2,13,0.08,"guard_contract"
15,24,42,0.08,"guard_contract"
15,59,22,0.119103197588992,"freelance_theft"
15,15,16,0.0389513766384517,"freelance_theft"
15,58,12,0.150865634405564,"freelance_theft"
15,18,29,0.0711364622370645,"freelance_theft"
15,57,46,0.0722245732834669,"freelance_theft"
15,9,45,0.0415648073089805,"freelance_theft"
15,47,57,0.068853577300502,"freelance_theft"
15,6,22,0.0774170784328448,"freelance_theft"
15,17,12,0.0980626623636165,"freelance_theft"
15,35,1,0.09611875,"freelance_theft"
15,12,17,0.161254802217926,"freelance_theft"
15,34,50,0.0695187825755268,"freelance_theft"
